#Creator: pendulumviewEventBuffer
#Creation time: Thu Mar  7 10:31:07 2019
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
8.389	325	8.414	355
8.440	296	8.466	328
8.490	276	8.516	312
8.541	270	8.567	312
8.591	275	8.617	323
8.643	290	8.668	346
8.693	315	8.718	379
8.744	349	8.770	422
8.794	389	8.820	471
8.845	435	8.871	524
8.896	484	8.921	579
8.947	533	8.972	632
8.997	579	9.023	683
9.048	622	9.074	726
9.098	658	9.124	761
9.150	685	9.175	786
9.200	703	9.225	800
9.251	709	9.277	799
9.301	704	9.327	789
9.352	690	9.378	769
9.402	667	9.428	736
9.454	634	9.479	695
9.504	594	9.529	647
9.555	548	9.581	595
9.605	500	9.631	541
9.656	451	9.682	486
9.707	404	9.732	437
9.758	362	9.783	392
9.808	325	9.834	356
9.859	297	9.885	330
9.909	278	9.935	317
9.961	273	9.986	316
10.011	279	10.036	327
10.062	294	10.088	350
10.112	319	10.138	384
10.163	352	10.189	425
10.213	391	10.239	474
10.265	439	10.290	526
10.315	487	10.340	581
10.366	536	10.392	634
10.416	581	10.442	682
10.467	622	10.493	725
10.518	657	10.543	759
10.569	684	10.594	783
10.619	701	10.645	796
10.670	705	10.696	795
10.720	700	10.746	784
10.772	686	10.797	764
10.822	661	10.847	731
10.873	629	10.899	690
10.923	589	10.949	643
10.974	544	11.000	591
11.025	497	11.050	538
11.076	448	11.101	484
11.126	402	11.151	436
11.177	360	11.203	393
11.227	325	11.253	357
11.278	298	11.304	333
11.329	281	11.354	319
11.380	276	11.405	321
11.430	282	11.456	332
11.481	297	11.507	354
11.531	323	11.557	388
11.583	356	11.608	429
11.633	396	11.658	477
11.684	442	11.710	530
11.734	490	11.760	582
11.785	537	11.811	634
11.836	582	11.861	683
11.887	623	11.912	724
11.937	656	11.962	757
11.988	682	12.014	781
12.038	698	12.064	792
12.089	702	12.115	791
12.140	697	12.165	781
12.191	682	12.216	759
12.242	657	12.267	727
12.292	624	12.318	686
12.343	584	12.368	639
12.394	540	12.419	587
12.445	492	12.469	535
12.495	445	12.521	483
12.546	400	12.571	435
12.596	360	12.622	393
12.648	326	12.672	358
12.698	299	12.723	334
12.749	283	12.773	322
12.799	279	12.825	324
12.850	285	12.875	336
12.900	302	12.926	359
12.952	328	12.976	392
13.002	360	13.027	433
13.053	400	13.078	480
13.103	446	13.129	532
13.154	493	13.179	585
13.205	539	13.230	636
13.256	583	13.280	683
13.306	623	13.332	722
13.357	656	13.382	756
13.407	681	13.433	778
13.459	696	13.483	788
13.509	699	13.534	786
13.560	692	13.585	776
13.610	678	13.636	754
13.661	652	13.686	722
13.711	619	13.737	682
13.763	581	13.787	635
13.813	536	13.838	585
13.864	489	13.889	533
13.914	443	13.940	481
13.965	399	13.990	434
14.016	359	14.041	394
14.067	326	14.091	360
14.117	301	14.143	337
14.168	285	14.193	326
14.218	282	14.244	328
14.270	289	14.294	339
14.320	306	14.345	363
14.371	333	14.396	397
14.421	365	14.447	437
14.472	404	14.497	484
14.522	450	14.548	535
14.574	495	14.598	586
14.624	542	14.649	636
14.675	585	14.700	682
14.725	623	14.751	723
14.776	656	14.801	753
14.827	679	14.852	775
14.878	692	14.902	785
14.928	696	14.954	783
14.979	689	15.004	771
15.029	674	15.055	750
15.081	648	15.105	717
15.131	615	15.156	678
15.182	576	15.207	631
15.232	532	15.258	580
15.283	486	15.309	530
15.333	440	15.359	479
15.385	397	15.410	433
15.435	359	15.460	393
15.486	327	15.512	361
15.536	302	15.562	339
15.587	288	15.613	329
15.638	286	15.663	332
15.689	294	15.714	344
15.739	310	15.765	367
15.790	337	15.816	401
15.840	369	15.866	441
15.892	409	15.917	488
15.942	453	15.967	538
15.993	499	16.019	588
16.043	544	16.069	638
16.094	586	16.120	682
16.145	624	16.170	721
16.196	654	16.221	752
16.246	678	16.271	772
16.297	690	16.323	781
16.347	692	16.373	779
16.398	685	16.424	767
16.449	670	16.474	745
16.500	644	16.525	713
16.550	611	16.576	673
16.601	572	16.627	628
16.651	528	16.677	579
16.703	483	16.728	528
16.753	438	16.778	478
16.804	395	16.830	433
16.854	359	16.880	395
16.905	327	16.931	363
16.956	303	16.981	342
17.007	291	17.032	333
17.057	290	17.082	336
17.108	297	17.134	348
17.158	314	17.184	372
17.209	341	17.235	405
17.260	373	17.285	445
17.311	413	17.336	491
17.361	457	17.387	541
17.412	502	17.438	591
17.462	545	17.488	639
17.514	587	17.539	683
17.564	624	17.589	720
17.615	654	17.641	750
17.665	676	17.691	770
17.716	687	17.742	777
17.767	689	17.792	774
17.818	681	17.843	763
17.868	665	17.893	740
17.919	640	17.945	708
17.969	606	17.995	669
18.020	568	18.046	624
18.071	525	18.096	575
18.122	480	18.147	525
18.172	436	18.198	477
18.223	395	18.249	433
18.273	358	18.299	394
18.325	328	18.350	364
18.375	306	18.400	344
18.426	294	18.452	336
18.476	293	18.502	339
18.527	302	18.553	352
18.578	319	18.603	376
18.629	346	18.654	409
18.679	378	18.705	449
18.730	418	18.756	495
18.780	461	18.806	543
18.831	505	18.857	593
18.882	548	18.907	639
18.933	589	18.958	683
18.984	624	19.009	720
19.034	653	19.060	748
19.085	674	19.110	767
19.136	685	19.161	774
19.187	685	19.211	771
19.237	678	19.263	759
19.288	661	19.313	736
19.338	635	19.364	704
19.390	602	19.414	665
19.440	564	19.465	620
19.491	521	19.516	571
19.541	477	19.567	522
19.592	434	19.617	475
19.642	394	19.668	432
19.694	357	19.718	395
19.744	329	19.769	366
19.795	307	19.820	347
19.845	297	19.871	339
19.896	296	19.921	343
19.947	305	19.972	356
19.998	323	20.022	381
20.048	350	20.074	414
20.099	383	20.124	453
20.149	421	20.175	498
20.201	464	20.225	546
20.251	507	20.276	594
20.302	550	20.327	640
20.352	590	20.378	683
20.403	625	20.428	719
20.453	653	20.479	747
20.505	672	20.529	764
20.555	682	20.580	771
20.606	682	20.631	767
20.656	674	20.682	755
20.707	657	20.732	731
20.758	631	20.783	699
20.809	598	20.833	661
20.859	560	20.885	616
20.910	518	20.935	569
20.960	474	20.986	521
21.012	432	21.036	474
21.062	392	21.087	432
21.113	357	21.138	395
21.163	329	21.189	367
21.214	309	21.239	349
21.265	300	21.290	343
21.316	301	21.340	346
21.366	309	21.391	360
21.417	328	21.442	385
21.467	355	21.493	418
21.518	387	21.543	457
21.569	426	21.594	503
21.620	468	21.644	549
21.670	510	21.696	597
21.721	553	21.746	642
21.771	592	21.797	684
21.823	625	21.847	718
21.873	652	21.898	745
21.924	670	21.949	761
21.974	679	22.000	767
22.025	679	22.051	765
22.076	670	22.101	751
22.127	652	22.152	727
22.177	626	22.202	695
22.228	594	22.254	657
22.278	557	22.304	613
22.329	522	22.355	567
22.380	493	22.405	522
22.431	474	22.456	485
22.481	458	22.507	454
22.532	445	22.558	433
22.582	438	22.608	421
22.634	436	22.659	417
22.684	438	22.709	421
