Source,CH1
Second,Volt
-2.23249975000,0.25296,
-2.23240000000,0.18848,
-2.23230000000,0.14880,
-2.23220000000,0.06944,
-2.23210000000,0.00496,
-2.23199975000,-0.03472,
-2.23190000000,-0.12400,
-2.23179975000,-0.18848,
-2.23170000000,-0.23808,
-2.23160000000,-0.30256,
-2.23150000000,-0.38192,
-2.23140000000,-0.40672,
-2.23130000000,-0.45136,
-2.23120000000,-0.47616,
-2.23109975000,-0.49104,
-2.23100000000,-0.47616,
-2.23090000000,-0.47120,
-2.23080000000,-0.45136,
-2.23070000000,-0.43648,
-2.23060000000,-0.40672,
-2.23050000000,-0.38688,
-2.23039975000,-0.33232,
-2.23030000000,-0.28768,
-2.23020000000,-0.24304,
-2.23010000000,-0.18848,
-2.23000000000,-0.12400,
-2.22990000000,-0.07936,
-2.22980000000,-0.01984,
-2.22969975000,0.05952,
-2.22960000000,0.10912,
-2.22950000000,0.14880,
-2.22940000000,0.21328,
-2.22930000000,0.26288,
-2.22920000000,0.27776,
-2.22910000000,0.35216,
-2.22899975000,0.40672,
-2.22890000000,0.42160,
-2.22880000000,0.43152,
-2.22870000000,0.46128,
-2.22860000000,0.46128,
-2.22850000000,0.46128,
-2.22840000000,0.45632,
-2.22829975000,0.45632,
-2.22820000000,0.42160,
-2.22810000000,0.39184,
-2.22800000000,0.39680,
-2.22790000000,0.33232,
-2.22780000000,0.26784,
-2.22770000000,0.22816,
-2.22759975000,0.17360,
-2.22750000000,0.10416,
-2.22739975000,0.05952,
-2.22730000000,-0.02480,
-2.22720000000,-0.08432,
-2.22710000000,-0.14880,
-2.22700000000,-0.18848,
-2.22689975000,-0.30256,
-2.22680000000,-0.34224,
-2.22669975000,-0.36704,
-2.22660000000,-0.43648,
-2.22650000000,-0.46128,
-2.22640000000,-0.48608,
-2.22630000000,-0.47120,
-2.22619975000,-0.48608,
-2.22610000000,-0.45136,
-2.22599975000,-0.43648,
-2.22590000000,-0.43152,
-2.22580000000,-0.39680,
-2.22570000000,-0.35712,
-2.22560000000,-0.30752,
-2.22549975000,-0.27776,
-2.22540000000,-0.23808,
-2.22529975000,-0.16368,
-2.22520000000,-0.10912,
-2.22510000000,-0.03472,
-2.22500000000,0.01984,
-2.22490000000,0.07936,
-2.22479975000,0.12400,
-2.22470000000,0.18352,
-2.22459975000,0.23808,
-2.22450000000,0.26288,
-2.22440000000,0.33232,
-2.22430000000,0.35712,
-2.22420000000,0.43152,
-2.22409975000,0.41168,
-2.22400000000,0.45632,
-2.22389975000,0.45632,
-2.22380000000,0.46128,
-2.22370000000,0.47120,
-2.22360000000,0.46128,
-2.22350000000,0.42160,
-2.22340000000,0.41168,
-2.22330000000,0.39680,
-2.22319975000,0.35216,
-2.22310000000,0.30256,
-2.22300000000,0.27776,
-2.22290000000,0.20832,
-2.22280000000,0.14384,
-2.22270000000,0.08432,
-2.22260000000,0.01984,
-2.22249975000,-0.04464,
-2.22240000000,-0.11904,
-2.22230000000,-0.16368,
-2.22220000000,-0.23808,
-2.22210000000,-0.29264,
-2.22200000000,-0.34720,
-2.22190000000,-0.40672,
-2.22179975000,-0.44640,
-2.22170000000,-0.47616,
-2.22160000000,-0.47616,
-2.22150000000,-0.49104,
-2.22140000000,-0.47120,
-2.22130000000,-0.46128,
-2.22120000000,-0.43648,
-2.22109975000,-0.41168,
-2.22100000000,-0.38192,
-2.22090000000,-0.34720,
-2.22080000000,-0.31744,
-2.22070000000,-0.25296,
-2.22060000000,-0.18848,
-2.22050000000,-0.15872,
-2.22039975000,-0.07936,
-2.22030000000,-0.00992,
-2.22020000000,0.02976,
-2.22010000000,0.10416,
-2.22000000000,0.15872,
-2.21990000000,0.20832,
-2.21980000000,0.24800,
-2.21969975000,0.30752,
-2.21960000000,0.35712,
-2.21949975000,0.37200,
-2.21940000000,0.39680,
-2.21930000000,0.43648,
-2.21920000000,0.44640,
-2.21910000000,0.45632,
-2.21899975000,0.46128,
-2.21890000000,0.44640,
-2.21879975000,0.43648,
-2.21870000000,0.43152,
-2.21860000000,0.39680,
-2.21850000000,0.35712,
-2.21840000000,0.31744,
-2.21829975000,0.29264,
-2.21820000000,0.22816,
-2.21809975000,0.17360,
-2.21800000000,0.14384,
-2.21790000000,0.04464,
-2.21780000000,0.00,
-2.21770000000,-0.05456,
-2.21759975000,-0.11904,
-2.21750000000,-0.19840,
-2.21739975000,-0.26784,
-2.21730000000,-0.31744,
-2.21720000000,-0.38192,
-2.21710000000,-0.43152,
-2.21700000000,-0.46128,
-2.21689975000,-0.47616,
-2.21680000000,-0.51088,
-2.21669975000,-0.47120,
-2.21660000000,-0.46128,
-2.21650000000,-0.46128,
-2.21640000000,-0.42160,
-2.21630000000,-0.40672,
-2.21619975000,-0.37200,
-2.21610000000,-0.33232,
-2.21599975000,-0.26784,
-2.21590000000,-0.22816,
-2.21580000000,-0.18352,
-2.21570000000,-0.09424,
-2.21560000000,-0.04464,
-2.21550000000,-0.00992,
-2.21540000000,0.05952,
-2.21529975000,0.12400,
-2.21520000000,0.17360,
-2.21510000000,0.22320,
-2.21500000000,0.30752,
-2.21490000000,0.31744,
-2.21480000000,0.34224,
-2.21470000000,0.39680,
-2.21459975000,0.43152,
-2.21450000000,0.42160,
-2.21440000000,0.43648,
-2.21430000000,0.46128,
-2.21420000000,0.46128,
-2.21410000000,0.44640,
-2.21400000000,0.45632,
-2.21389975000,0.40672,
-2.21380000000,0.39184,
-2.21370000000,0.37200,
-2.21360000000,0.31744,
-2.21350000000,0.25296,
-2.21340000000,0.21328,
-2.21330000000,0.15872,
-2.21319975000,0.09424,
-2.21310000000,0.00496,
-2.21300000000,-0.03472,
-2.21290000000,-0.10912,
-2.21280000000,-0.18848,
-2.21270000000,-0.21328,
-2.21260000000,-0.29264,
-2.21249975000,-0.37200,
-2.21240000000,-0.38192,
-2.21230000000,-0.43152,
-2.21220000000,-0.47120,
-2.21210000000,-0.48608,
-2.21200000000,-0.47616,
-2.21190000000,-0.48608,
-2.21179975000,-0.47120,
-2.21170000000,-0.45136,
-2.21159975000,-0.41168,
-2.21150000000,-0.38192,
-2.21140000000,-0.34720,
-2.21130000000,-0.29264,
-2.21120000000,-0.24304,
-2.21109975000,-0.19840,
-2.21100000000,-0.13392,
-2.21089975000,-0.09424,
-2.21080000000,-0.03968,
-2.21070000000,0.02976,
-2.21060000000,0.10416,
-2.21050000000,0.14880,
-2.21039975000,0.19840,
-2.21030000000,0.26784,
-2.21019975000,0.29264,
-2.21010000000,0.32736,
-2.21000000000,0.39680,
-2.20990000000,0.39680,
-2.20980000000,0.41168,
-2.20969975000,0.43648,
-2.20960000000,0.46128,
-2.20949975000,0.46128,
-2.20940000000,0.44640,
-2.20930000000,0.44640,
-2.20920000000,0.43152,
-2.20910000000,0.40672,
-2.20899975000,0.38192,
-2.20890000000,0.33232,
-2.20879975000,0.28768,
-2.20870000000,0.24800,
-2.20860000000,0.18848,
-2.20850000000,0.12400,
-2.20840000000,0.06944,
-2.20830000000,0.01488,
-2.20820000000,-0.05952,
-2.20809975000,-0.14880,
-2.20800000000,-0.18848,
-2.20790000000,-0.26288,
-2.20780000000,-0.31744,
-2.20770000000,-0.37200,
-2.20760000000,-0.43152,
-2.20750000000,-0.44640,
-2.20739975000,-0.48608,
-2.20730000000,-0.48608,
-2.20720000000,-0.48608,
-2.20710000000,-0.47616,
-2.20700000000,-0.46128,
-2.20690000000,-0.43648,
-2.20680000000,-0.39680,
-2.20669975000,-0.38192,
-2.20660000000,-0.34224,
-2.20650000000,-0.28768,
-2.20640000000,-0.22816,
-2.20630000000,-0.16368,
-2.20620000000,-0.13392,
-2.20610000000,-0.05952,
-2.20599975000,0.00496,
-2.20590000000,0.05456,
-2.20580000000,0.10912,
-2.20570000000,0.18352,
-2.20560000000,0.23808,
-2.20550000000,0.26288,
-2.20540000000,0.32736,
-2.20529975000,0.35216,
-2.20520000000,0.36704,
-2.20510000000,0.39680,
-2.20500000000,0.45632,
-2.20490000000,0.45632,
-2.20480000000,0.44640,
-2.20470000000,0.46128,
-2.20459975000,0.46128,
-2.20450000000,0.43152,
-2.20440000000,0.42160,
-2.20430000000,0.39184,
-2.20420000000,0.35712,
-2.20410000000,0.32736,
-2.20400000000,0.28768,
-2.20389975000,0.22816,
-2.20380000000,0.16368,
-2.20369975000,0.11904,
-2.20360000000,0.05952,
-2.20350000000,-0.03472,
-2.20340000000,-0.09424,
-2.20330000000,-0.15872,
-2.20319975000,-0.22816,
-2.20310000000,-0.27776,
-2.20299975000,-0.33232,
-2.20290000000,-0.39680,
-2.20280000000,-0.44640,
-2.20270000000,-0.46128,
-2.20260000000,-0.47616,
-2.20249975000,-0.49104,
-2.20240000000,-0.48608,
-2.20229975000,-0.46128,
-2.20220000000,-0.44640,
-2.20210000000,-0.43152,
-2.20200000000,-0.38192,
-2.20190000000,-0.35712,
-2.20179975000,-0.31744,
-2.20170000000,-0.26288,
-2.20159975000,-0.20336,
-2.20150000000,-0.17360,
-2.20140000000,-0.09920,
-2.20130000000,-0.02480,
-2.20120000000,0.02976,
-2.20109975000,0.06944,
-2.20100000000,0.14384,
-2.20089975000,0.19840,
-2.20080000000,0.22320,
-2.20070000000,0.30752,
-2.20060000000,0.31744,
-2.20050000000,0.36704,
-2.20040000000,0.40672,
-2.20030000000,0.43152,
-2.20019975000,0.43152,
-2.20010000000,0.45632,
-2.20000000000,0.48608,
-2.19990000000,0.46128,
-2.19980000000,0.43648,
-2.19970000000,0.44640,
-2.19960000000,0.41168,
-2.19949975000,0.37200,
-2.19940000000,0.34224,
-2.19930000000,0.30752,
-2.19920000000,0.24800,
-2.19910000000,0.18848,
-2.19900000000,0.14384,
-2.19890000000,0.08432,
-2.19879975000,0.00,
-2.19870000000,-0.06944,
-2.19860000000,-0.11904,
-2.19850000000,-0.18352,
-2.19840000000,-0.24304,
-2.19830000000,-0.30256,
-2.19820000000,-0.38192,
-2.19809975000,-0.41168,
-2.19800000000,-0.43648,
-2.19790000000,-0.49104,
-2.19780000000,-0.51088,
-2.19770000000,-0.47120,
-2.19760000000,-0.45136,
-2.19750000000,-0.46128,
-2.19739975000,-0.43648,
-2.19730000000,-0.40672,
-2.19720000000,-0.37200,
-2.19710000000,-0.33232,
-2.19700000000,-0.27776,
-2.19690000000,-0.24304,
-2.19680000000,-0.20336,
-2.19669975000,-0.13392,
-2.19660000000,-0.05952,
-2.19650000000,-0.00992,
-2.19640000000,0.03968,
-2.19630000000,0.11904,
-2.19620000000,0.14384,
-2.19610000000,0.21328,
-2.19599975000,0.26784,
-2.19590000000,0.30752,
-2.19579975000,0.35216,
-2.19570000000,0.38192,
-2.19560000000,0.42160,
-2.19550000000,0.42160,
-2.19540000000,0.45632,
-2.19529975000,0.46128,
-2.19520000000,0.47120,
-2.19509975000,0.43648,
-2.19500000000,0.44640,
-2.19490000000,0.42160,
-2.19480000000,0.39184,
-2.19470000000,0.36704,
-2.19459975000,0.31744,
-2.19450000000,0.26288,
-2.19439975000,0.22320,
-2.19430000000,0.18848,
-2.19420000000,0.10416,
-2.19410000000,0.02976,
-2.19400000000,-0.01984,
-2.19389975000,-0.07936,
-2.19380000000,-0.15872,
-2.19369975000,-0.21328,
-2.19360000000,-0.26288,
-2.19350000000,-0.34224,
-2.19340000000,-0.38688,
-2.19330000000,-0.42160,
-2.19319975000,-0.46128,
-2.19310000000,-0.49104,
-2.19299975000,-0.48608,
-2.19290000000,-0.48608,
-2.19280000000,-0.47120,
-2.19270000000,-0.44640,
-2.19260000000,-0.43152,
-2.19250000000,-0.40672,
-2.19240000000,-0.36704,
-2.19229975000,-0.30752,
-2.19220000000,-0.28768,
-2.19210000000,-0.22320,
-2.19200000000,-0.16368,
-2.19190000000,-0.08432,
-2.19180000000,-0.03968,
-2.19170000000,0.02976,
-2.19159975000,0.08432,
-2.19150000000,0.14384,
-2.19140000000,0.17360,
-2.19130000000,0.22816,
-2.19120000000,0.29264,
-2.19110000000,0.30752,
-2.19100000000,0.39184,
-2.19089975000,0.40672,
-2.19080000000,0.41168,
-2.19070000000,0.43648,
-2.19060000000,0.46128,
-2.19050000000,0.46128,
-2.19040000000,0.46128,
-2.19030000000,0.45632,
-2.19019975000,0.43648,
-2.19010000000,0.43152,
-2.19000000000,0.39184,
-2.18990000000,0.35216,
-2.18980000000,0.30256,
-2.18970000000,0.26784,
-2.18960000000,0.19840,
-2.18949975000,0.13392,
-2.18940000000,0.09424,
-2.18930000000,0.03968,
-2.18920000000,-0.04464,
-2.18910000000,-0.12400,
-2.18900000000,-0.16368,
-2.18890000000,-0.22816,
-2.18879975000,-0.29264,
-2.18870000000,-0.35712,
-2.18860000000,-0.41168,
-2.18850000000,-0.44640,
-2.18840000000,-0.47120,
-2.18830000000,-0.47616,
-2.18820000000,-0.47616,
-2.18809975000,-0.47616,
-2.18800000000,-0.45136,
-2.18789975000,-0.44640,
-2.18780000000,-0.42160,
-2.18770000000,-0.37200,
-2.18760000000,-0.33232,
-2.18750000000,-0.30752,
-2.18739975000,-0.22816,
-2.18730000000,-0.17360,
-2.18719975000,-0.14880,
-2.18710000000,-0.08432,
-2.18700000000,0.00,
-2.18690000000,0.03968,
-2.18680000000,0.08432,
-2.18669975000,0.14384,
-2.18660000000,0.21328,
-2.18649975000,0.26288,
-2.18640000000,0.30256,
-2.18630000000,0.33232,
-2.18620000000,0.37200,
-2.18610000000,0.39680,
-2.18599975000,0.43152,
-2.18590000000,0.45632,
-2.18579975000,0.45632,
-2.18570000000,0.46128,
-2.18560000000,0.47616,
-2.18550000000,0.44640,
-2.18540000000,0.42160,
-2.18529975000,0.39680,
-2.18520000000,0.35712,
-2.18509975000,0.32736,
-2.18500000000,0.26784,
-2.18490000000,0.21328,
-2.18480000000,0.18352,
-2.18470000000,0.12400,
-2.18460000000,0.06944,
-2.18450000000,-0.01984,
-2.18439975000,-0.06944,
-2.18430000000,-0.12400,
-2.18420000000,-0.18848,
-2.18410000000,-0.26784,
-2.18400000000,-0.31744,
-2.18390000000,-0.37200,
-2.18380000000,-0.42160,
-2.18369975000,-0.46128,
-2.18360000000,-0.47120,
-2.18350000000,-0.48608,
-2.18340000000,-0.48608,
-2.18330000000,-0.47120,
-2.18320000000,-0.46128,
-2.18310000000,-0.44640,
-2.18299975000,-0.38688,
-2.18290000000,-0.35712,
-2.18280000000,-0.33232,
-2.18270000000,-0.28768,
-2.18260000000,-0.21328,
-2.18250000000,-0.16368,
-2.18240000000,-0.11904,
-2.18229975000,-0.05952,
-2.18220000000,-0.00992,
-2.18210000000,0.05952,
-2.18200000000,0.14384,
-2.18190000000,0.19840,
-2.18180000000,0.21328,
-2.18170000000,0.27776,
-2.18159975000,0.31744,
-2.18150000000,0.35216,
-2.18140000000,0.39184,
-2.18130000000,0.43648,
-2.18120000000,0.43648,
-2.18110000000,0.43152,
-2.18100000000,0.47616,
-2.18089975000,0.46128,
-2.18080000000,0.44640,
-2.18070000000,0.44640,
-2.18060000000,0.42160,
-2.18050000000,0.39680,
-2.18040000000,0.35712,
-2.18030000000,0.32736,
-2.18019975000,0.26784,
-2.18010000000,0.22320,
-2.17999975000,0.16368,
-2.17990000000,0.09424,
-2.17980000000,0.02976,
-2.17970000000,-0.02480,
-2.17960000000,-0.09920,
-2.17949975000,-0.18848,
-2.17940000000,-0.22320,
-2.17929975000,-0.26784,
-2.17920000000,-0.34720,
-2.17910000000,-0.41168,
-2.17900000000,-0.43648,
-2.17890000000,-0.47120,
-2.17879975000,-0.49104,
-2.17870000000,-0.48608,
-2.17859975000,-0.47616,
-2.17850000000,-0.47616,
-2.17840000000,-0.43648,
-2.17830000000,-0.41168,
-2.17820000000,-0.40672,
-2.17809975000,-0.35712,
-2.17800000000,-0.30256,
-2.17789975000,-0.25296,
-2.17780000000,-0.21328,
-2.17770000000,-0.15872,
-2.17760000000,-0.09424,
-2.17750000000,-0.02480,
-2.17739975000,0.03968,
-2.17730000000,0.09424,
-2.17719975000,0.13392,
-2.17710000000,0.18848,
-2.17700000000,0.26288,
-2.17690000000,0.30256,
-2.17680000000,0.32736,
-2.17670000000,0.37200,
-2.17660000000,0.41168,
-2.17649975000,0.43648,
-2.17640000000,0.43648,
-2.17630000000,0.44640,
-2.17620000000,0.47120,
-2.17610000000,0.45632,
-2.17600000000,0.44640,
-2.17590000000,0.42160,
-2.17579975000,0.39680,
-2.17570000000,0.37200,
-2.17560000000,0.36704,
-2.17550000000,0.29264,
-2.17540000000,0.23808,
-2.17530000000,0.19840,
-2.17520000000,0.13392,
-2.17509975000,0.06944,
-2.17500000000,0.01488,
-2.17490000000,-0.05456,
-2.17480000000,-0.13392,
-2.17470000000,-0.17360,
-2.17460000000,-0.23808,
-2.17450000000,-0.33232,
-2.17439975000,-0.36704,
-2.17430000000,-0.40672,
-2.17420000000,-0.45136,
-2.17410000000,-0.49104,
-2.17400000000,-0.50096,
-2.17390000000,-0.47120,
-2.17380000000,-0.47120,
-2.17369975000,-0.46128,
-2.17360000000,-0.43648,
-2.17350000000,-0.39680,
-2.17340000000,-0.37200,
-2.17330000000,-0.32736,
-2.17320000000,-0.29264,
-2.17310000000,-0.25296,
-2.17299975000,-0.17360,
-2.17290000000,-0.12400,
-2.17280000000,-0.05952,
-2.17270000000,0.01488,
-2.17260000000,0.05952,
-2.17250000000,0.09424,
-2.17240000000,0.16368,
-2.17229975000,0.22816,
-2.17220000000,0.26288,
-2.17209975000,0.30752,
-2.17200000000,0.35712,
-2.17190000000,0.38192,
-2.17180000000,0.42160,
-2.17170000000,0.43152,
-2.17159975000,0.45632,
-2.17150000000,0.43648,
-2.17139975000,0.45632,
-2.17130000000,0.46128,
-2.17120000000,0.43648,
-2.17110000000,0.41168,
-2.17100000000,0.39680,
-2.17089975000,0.37200,
-2.17080000000,0.31744,
-2.17069975000,0.28768,
-2.17060000000,0.24800,
-2.17050000000,0.17360,
-2.17040000000,0.08432,
-2.17030000000,0.05456,
-2.17019975000,-0.01984,
-2.17010000000,-0.08432,
-2.16999975000,-0.13888,
-2.16990000000,-0.22320,
-2.16980000000,-0.28768,
-2.16970000000,-0.34224,
-2.16960000000,-0.36704,
-2.16949975000,-0.43648,
-2.16940000000,-0.46128,
-2.16929975000,-0.48608,
-2.16920000000,-0.48608,
-2.16910000000,-0.48608,
-2.16900000000,-0.46128,
-2.16890000000,-0.43152,
-2.16880000000,-0.43152,
-2.16870000000,-0.38688,
-2.16859975000,-0.34720,
-2.16850000000,-0.32736,
-2.16840000000,-0.26784,
-2.16830000000,-0.19840,
-2.16820000000,-0.16368,
-2.16810000000,-0.10912,
-2.16800000000,-0.03968,
-2.16789975000,0.02976,
-2.16780000000,0.06944,
-2.16770000000,0.13392,
-2.16760000000,0.20832,
-2.16750000000,0.22816,
-2.16740000000,0.27776,
-2.16730000000,0.34224,
-2.16719975000,0.37200,
-2.16710000000,0.39680,
-2.16700000000,0.42160,
-2.16690000000,0.43648,
-2.16680000000,0.46128,
-2.16670000000,0.47120,
-2.16660000000,0.46128,
-2.16649975000,0.45632,
-2.16640000000,0.43648,
-2.16630000000,0.42160,
-2.16620000000,0.38192,
-2.16610000000,0.33232,
-2.16600000000,0.32736,
-2.16590000000,0.26784,
-2.16579975000,0.19840,
-2.16570000000,0.14384,
-2.16560000000,0.09424,
-2.16550000000,0.01984,
-2.16540000000,-0.03472,
-2.16530000000,-0.09424,
-2.16520000000,-0.18352,
-2.16509975000,-0.24304,
-2.16500000000,-0.29264,
-2.16490000000,-0.35712,
-2.16480000000,-0.41168,
-2.16470000000,-0.44640,
-2.16460000000,-0.47616,
-2.16450000000,-0.48608,
-2.16439975000,-0.47616,
-2.16430000000,-0.46128,
-2.16419975000,-0.46128,
-2.16410000000,-0.44640,
-2.16400000000,-0.41168,
-2.16390000000,-0.38192,
-2.16380000000,-0.33232,
-2.16369975000,-0.30256,
-2.16360000000,-0.26288,
-2.16349975000,-0.20336,
-2.16340000000,-0.13888,
-2.16330000000,-0.08432,
-2.16320000000,-0.01984,
-2.16310000000,0.02976,
-2.16299975000,0.10912,
-2.16290000000,0.15872,
-2.16279975000,0.19840,
-2.16270000000,0.26784,
-2.16260000000,0.31744,
-2.16250000000,0.34224,
-2.16240000000,0.36704,
-2.16229975000,0.41168,
-2.16220000000,0.45632,
-2.16209975000,0.45632,
-2.16200000000,0.45632,
-2.16190000000,0.47120,
-2.16180000000,0.43648,
-2.16170000000,0.44640,
-2.16159975000,0.43648,
-2.16150000000,0.40672,
-2.16139975000,0.36704,
-2.16130000000,0.33232,
-2.16120000000,0.27776,
-2.16110000000,0.23808,
-2.16100000000,0.17360,
-2.16090000000,0.10912,
-2.16080000000,0.06944,
-2.16069975000,0.00496,
-2.16060000000,-0.06944,
-2.16050000000,-0.13888,
-2.16040000000,-0.20336,
-2.16030000000,-0.24304,
-2.16020000000,-0.32736,
-2.16010000000,-0.39680,
-2.15999975000,-0.43152,
-2.15990000000,-0.44640,
-2.15980000000,-0.47616,
-2.15970000000,-0.48608,
-2.15960000000,-0.48608,
-2.15950000000,-0.46128,
-2.15940000000,-0.43648,
-2.15929975000,-0.43648,
-2.15920000000,-0.39680,
-2.15910000000,-0.38688,
-2.15900000000,-0.30752,
-2.15890000000,-0.25296,
-2.15880000000,-0.22320,
-2.15870000000,-0.17360,
-2.15859975000,-0.10912,
-2.15850000000,-0.06944,
-2.15840000000,0.01984,
-2.15830000000,0.05952,
-2.15820000000,0.11904,
-2.15810000000,0.17360,
-2.15800000000,0.22816,
-2.15789975000,0.27776,
-2.15780000000,0.30256,
-2.15770000000,0.35216,
-2.15760000000,0.39680,
-2.15750000000,0.41168,
-2.15740000000,0.41168,
-2.15730000000,0.44640,
-2.15719975000,0.46128,
-2.15710000000,0.46128,
-2.15699975000,0.45632,
-2.15690000000,0.44640,
-2.15680000000,0.40672,
-2.15670000000,0.38192,
-2.15660000000,0.35712,
-2.15649975000,0.30256,
-2.15640000000,0.26288,
-2.15629975000,0.22816,
-2.15620000000,0.14880,
-2.15610000000,0.08432,
-2.15600000000,0.01488,
-2.15590000000,-0.03968,
-2.15579975000,-0.11904,
-2.15570000000,-0.17360,
-2.15559975000,-0.22816,
-2.15550000000,-0.30752,
-2.15540000000,-0.36704,
-2.15530000000,-0.39680,
-2.15520000000,-0.43152,
-2.15509975000,-0.49104,
-2.15500000000,-0.48608,
-2.15489975000,-0.48608,
-2.15480000000,-0.48608,
-2.15470000000,-0.47120,
-2.15460000000,-0.45136,
-2.15450000000,-0.42160,
-2.15439975000,-0.38688,
-2.15430000000,-0.33232,
-2.15419975000,-0.30256,
-2.15410000000,-0.26288,
-2.15400000000,-0.18848,
-2.15390000000,-0.13888,
-2.15380000000,-0.09920,
-2.15369975000,-0.02480,
